TELERIDE_NUMBER,STOP_NAME,STATUS,point
2522,SB 36 ST NE @ 108 AV NE,ACTIVE,POINT (-113.981838521579 51.1507767734659)
7806,WB Berkshire BV @ Sandarac DR NW,ACTIVE,POINT (-114.100765875274 51.1322226698626)
8706,NB Elbow DR @  68 AV SW,ACTIVE,POINT (-114.083019356989 50.9927386657755)
3803,NB 11 ST SE @ 20 AV SE,ACTIVE,POINT (-114.036665961556 51.0354846331677)
3580,SB Cranford DR @ Cranford CL SE,INACTIVE,POINT (-113.967011898697 50.8728247083593)
4943,WB Valley Ridge DR @ Valley Crest RI SW,ACTIVE,POINT (-114.267002432661 51.0926232412201)
4035,EB 24 AV NW @ Collegiate RD,ACTIVE,POINT (-114.140457644622 51.0742196939663)
6786,WB Patina DR @ Village HT SW,ACTIVE,POINT (-114.16952261651 51.0567969823915)
9493,NB 40 ST SE @ 116 AV SE,ACTIVE,POINT (-113.977860380412 50.9475703954343)
9667,SB Sunpark PZ @ Sunpark GA SE,ACTIVE,POINT (-114.05704311256 50.9040883531221)
8302,SB Deer Run  BV @ Deercross RD SE,ACTIVE,POINT (-114.005994529218 50.925016295538)
3666,NB 36 ST NE @ 63 AV NE (proposed),INACTIVE,POINT (-113.981741236719 51.1100010742928)
23511,Oliver Bowen arrival,INACTIVE,POINT (-113.977322758507 51.1028482681746)
9970,SB Centre ST S @ 5 AV S,ACTIVE,POINT (-114.062960353558 51.0478513437675)
6009,EB 64 AV N @ Centre ST N,ACTIVE,POINT (-114.061588771135 51.1104930589727)
2582,EB Redstone AV @ Redstone BV (proposed),INACTIVE,POINT (-113.951499647583 51.1728131189401)
4906,EB Coventry DR @ Coventry CL NE,ACTIVE,POINT (-114.046697744715 51.1568727157964)
6221,NB 52 ST SE @ 8 AV SE,ACTIVE,POINT (-113.9576393247 51.0458115174403)
4329,EB Maryvale DR @ Maryvale WY NE,ACTIVE,POINT (-113.966775211412 51.0566723537821)
5192,Elbow Drive Station (EB),ACTIVE,POINT (-114.082358628627 50.9794186417621)
8457,EB Chaparral DR @ Chaparral ST SE,ACTIVE,POINT (-114.035508367788 50.8872529166242)
7961,EB Bonaventure DR @ E. Fairmont DR SE,ACTIVE,POINT (-114.065020167319 50.9538609422669)
4686,NB 16 ST SW @ 44 AV SW,ACTIVE,POINT (-114.100392680332 51.0146872743473)
9211,WB Evergreen DR @ Evergreen HL SW,ACTIVE,POINT (-114.100146054157 50.9276642498372)
8637,NB Symons Valley PY @ Evanston WY NW,ACTIVE,POINT (-114.107782537803 51.1739133867081)
7521,WB 27 AV NE @ 16 ST NE,ACTIVE,POINT (-114.01960848979 51.07694903253)
6575,SB Falconridge BV @ 64 AV NE,ACTIVE,POINT (-113.947313013138 51.1099106966855)
4612,SB Regal CR @ Radford RD NE,ACTIVE,POINT (-114.037239310622 51.0609188874898)
5207,NB Elbow DR @ Anderson RD SW,ACTIVE,POINT (-114.084308216934 50.9514930422699)
5942,NB 49 ST NW @ 34 AV NW,ACTIVE,POINT (-114.158547303491 51.0845876909485)
3445,EB Symons Valley PY @ Evanston VW (West Leg) NW,ACTIVE,POINT (-114.120127283176 51.1679803692242)
2080,EB Sherwood Ga @ Sherwood Sq NW,ACTIVE,POINT (-114.145979952406 51.1629703170472)
7785,EB Sirocco DR @ Signal Hill DR SW,ACTIVE,POINT (-114.16969300028 51.0324793746074)
7448,EB Country Hills BV @ Country Village WY NE,ACTIVE,POINT (-114.059992970695 51.1540597380591)
5952,NB 10 ST SW @ Frontenac AV,ACTIVE,POINT (-114.086092787195 51.0294246761699)
9475,NB 36 ST SE @ 30 AV SE,INACTIVE,POINT (-113.981398371895 51.0273766028351)
5745,SB Charleswood DR @ Brooklyn CR NW,ACTIVE,POINT (-114.121433226151 51.0860959244313)
6767,NB Crowfoot GA @ Crowfoot CR NW,ACTIVE,POINT (-114.197565400243 51.1281439709844)
8413,NB Elbow DR @ 47 AV SW,ACTIVE,POINT (-114.080726279936 51.0117775592423)
4233,WB 90 AV SW @ Bay Ridge DR,ACTIVE,POINT (-114.109758180252 50.9723197301953)
2357,signal A111C nb,INACTIVE,POINT (-114.074822963752 50.9556164330918)
8809,EB Bowness RD @ 73 ST NW,ACTIVE,POINT (-114.193027061894 51.0888994908018)
7336,EB 9 AV SE @ Macleod TR,INACTIVE,POINT (-114.057518971323 51.044323283132)
4987,EB Country Hills BV @ Nose Hill DR NW,INACTIVE,POINT (-114.1811234201 51.1406377792957)
3609,NB Cranarch RD @ Cranford DR SE,ACTIVE,POINT (-113.976024760669 50.8777245927513)
9791,EB Bowness RD @ Point DR NW,ACTIVE,POINT (-114.142976600292 51.0607289544341)
9090,SB Deer Ridge DR @ Deercrest PL SE,ACTIVE,POINT (-114.013350889403 50.9250429350534)
8108,NB 36 ST SE @ 30 AV SE,ACTIVE,POINT (-113.981384132122 51.0273762346782)
5429,EB 24 AV NW @ Upton PL,ACTIVE,POINT (-114.135067628983 51.0741532797336)
8011,EB Edgebrook BV @ Edgeridge VW NW,ACTIVE,POINT (-114.129332972818 51.1386035673119)
7433,NB 14 ST NW @ Cornwallis DR,ACTIVE,POINT (-114.094631738769 51.0878187322842)
5804,WB 12 AV NE @ Edmonton TR,ACTIVE,POINT (-114.056596158298 51.0633692196929)
7206,NB Edgemont BV @ Edgehill DR NW,ACTIVE,POINT (-114.153889732718 51.121745575447)
3835,WB Tuscany BV @ Tuscany Springs BV NW,ACTIVE,POINT (-114.238883732111 51.1256106537267)
9369,EB Discovery Ridge BV @ Discovery DR SW,ACTIVE,POINT (-114.198899704817 51.012053258537)
7909,EB Temple DR @ 58 ST NE,ACTIVE,POINT (-113.948266847257 51.0924042898368)
3935,WB  Everridge DR @ Eversyde ST SW,ACTIVE,POINT (-114.109448941889 50.9112274130715)
4725,WB Taradale DR @ Tarington RD NE,ACTIVE,POINT (-113.932027614029 51.1141607279046)
3703,NB 77 ST SW @ Wentworth DR,ACTIVE,POINT (-114.1992854635 51.0545822142052)
6423,WB Southland DR @ 24 ST SW,ACTIVE,POINT (-114.119877348141 50.9614341894131)
3460,NB 14 ST NW @ Symons Valley PY  NW,ACTIVE,POINT (-114.094397928133 51.1817657319285)
7460,NB 37 ST SW @ 13 AV SW,ACTIVE,POINT (-114.141006344323 51.0417467630908)
6814,EB Bridgeland - Memorial CTrain Station,ACTIVE,POINT (-114.039894805237 51.0488997363144)
9214,NB Acadia DR @ Lake Placid HL SE,ACTIVE,POINT (-114.04808686308 50.9319941442009)
8856,SB Valley Ridge BV @ Valley Ridge DR NW,ACTIVE,POINT (-114.249653568351 51.0913346548652)
6503,EB 9 AV SW @ 16 ST SW,ACTIVE,POINT (-114.097785378588 51.0452320021522)
4669,WB 9 AV SE @ 20 ST SE,ACTIVE,POINT (-114.018365888423 51.0347669115661)
3548,EB 112 AV NW @ Royal Vista DR NW,ACTIVE,POINT (-114.200364286998 51.1540542324451)
2488,Fairmount Drive Station (EB),ACTIVE,POINT (-114.060527291102 50.9794546548998)
8486,NB Signall Hill DR @ Sienna Heights WY SW,ACTIVE,POINT (-114.182486773237 51.0294517223408)
7695,WB Hidden Valley DR @ Hidden Ranch BV NW,ACTIVE,POINT (-114.119498824034 51.1468255942488)
6041,NB McKinnon DR @ McHugh RD NE,ACTIVE,POINT (-114.006647784816 51.0647172551666)
2612,WB Canada Olympic Dr @ W of Na'a Dr,INACTIVE,POINT (-114.213000517549 51.0827495607981)
8223,EB Shannon DR @ Shannon CR SW,ACTIVE,POINT (-114.083804707086 50.9104093013391)
5160,NB @ Sandstone Terminal,ACTIVE,POINT (-114.089166022945 51.1343628843343)
3624,Calgary Zoo Parking  Lot,INACTIVE,POINT (-114.023180031797 51.0481672233166)
3398,SB Centre ST N @ 28 AV N,ACTIVE,POINT (-114.062648441437 51.077545498414)
5616,NB 14 ST SW @ 12 AV SW,ACTIVE,POINT (-114.094473932615 51.0425141676133)
7709,SB McKenzie Lake BV @ Mountain Park CI SE,ACTIVE,POINT (-113.986673231905 50.9110530778377)
2143,Heritage LRT Station,INACTIVE,POINT (-114.074691137956 50.9788336465482)
4495,WB Temple DR @ Templewood RD NE,ACTIVE,POINT (-113.954193570544 51.091551533238)
9243,EB Midvalley DR @ Midlake BV SE,ACTIVE,POINT (-114.045624475063 50.9103031688801)
6638,SB Bowness RD @ Bowwood DR NW,ACTIVE,POINT (-114.173232548738 51.0797603331279)
8581,SB Citadel WY @ Citadel Acres CL NW,ACTIVE,POINT (-114.195340220248 51.1452792207037)
4710,SB 8 ST SW @ Durham AV,ACTIVE,POINT (-114.082924814294 51.0339869349086)
7368,NB Berkley DR @ Berwick DR NW,ACTIVE,POINT (-114.099574696276 51.1300163832796)
9461,NB 36 ST SE @ Dover Ridge DR,INACTIVE,POINT (-113.98145321978 51.0214862537445)
7401,WB 29 AV NW @ 5 ST NW,INACTIVE,POINT (-114.074510409002 51.0787597661127)
3821,NB Tuscany WY @ Tuscany Ridge HT NW,ACTIVE,POINT (-114.251378128686 51.1308701555624)
8390,EB Erin Woods DR @ 52 ST SE,ACTIVE,POINT (-113.959792958191 51.0240455201275)
2401,NB Aspen Stone BV @ 17 AV SW,ACTIVE,POINT (-114.216604687449 51.0384155069803)
2866,WB Southland DR @ Maplecreek DR SE,ACTIVE,POINT (-114.04290718845 50.9645491808381)
7310,NB 4 ST SW @ Roxboro RD SW,ACTIVE,POINT (-114.071408402593 51.0286255405848)
5019,EB Sandarac DR @ 14 ST NW,ACTIVE,POINT (-114.106462897673 51.1403331987906)
5089,WB 12 AV N @ Centre ST N,ACTIVE,POINT (-114.063328721456 51.0634487501703)
9688,WB 17 AV SW @ 77 ST SW,ACTIVE,POINT (-114.199551256545 51.0381193379382)
6189,EB 17 AV SE @ 54 ST SE,ACTIVE,POINT (-113.954800183588 51.0377588649762)
4580,NB Bow TR SW @ Westbrook Mall Overpas,INACTIVE,POINT (-114.138139978682 51.0435744517971)
9300,EB Evergreen DR @ Evergreen HL SW,ACTIVE,POINT (-114.101014419502 50.926975225871)
8425,NB Royal Oak WY @ Royal Birch BV NW,ACTIVE,POINT (-114.217314212328 51.1501272292749)
9103,SB Lake Fraser DR @ N. of Canyon Meadows DR SE,ACTIVE,POINT (-114.066269448984 50.933806494114)
9283,SB Strathcona DR @ Strathlea CR SW,ACTIVE,POINT (-114.207255284096 51.050446627536)
6707,NB 36 ST SE @ Radcliffe DR,INACTIVE,POINT (-113.981420005377 51.0485425129175)
5720,WB Willow Park DR@ Bonaventure DR SE,ACTIVE,POINT (-114.069850266886 50.9578951429362)
6880,WB 64 AV NE @ Hunterhorn RD,ACTIVE,POINT (-114.053931176534 51.1106959914351)
4029,NB Crowchild TR @ 9 AV NW,INACTIVE,POINT (-114.117799224824 51.0600204080215)
8099,EB Beddington DR @ Beddington RI NE,ACTIVE,POINT (-114.06629916595 51.128834916778)
8004,NB Ogden RD @ 50 AV SE,ACTIVE,POINT (-114.011481786544 51.0067423474626)
2284,Millican Terminal,INACTIVE,POINT (-114.011110205598 50.998864874984)
7585,EB 9 AV SE @ Macleod TR,ACTIVE,POINT (-114.057403295341 51.0443473530423)
6685,EB 26 AV SE @ 28 ST SE,ACTIVE,POINT (-113.991283249026 51.0304561908274)
5270,SB 4 ST NE @ 72 AV NE,ACTIVE,POINT (-114.052629802314 51.117670149707)
5485,WB 6 AV SE @ 4 ST SE,INACTIVE,POINT (-114.054021788515 51.0472663963772)
8052,EB 5 AV NW @ 14 ST NW,ACTIVE,POINT (-114.094221787715 51.0572504422842)
5841,WB Millican RD @ Lynnview RD SE,ACTIVE,POINT (-114.010922024945 50.9991532949141)
8030,EB 5 AV NW @ 22 ST NW,ACTIVE,POINT (-114.112481813134 51.0571636400908)
6391,WB 41 AV NE @ 1 ST NE,ACTIVE,POINT (-114.058943262373 51.0900531694223)
4933,EB Coventry DR @ Coventry GR NE,ACTIVE,POINT (-114.049624096138 51.1569646138266)
9337,WB 5 AV SE @ Pensville RD,INACTIVE,POINT (-113.94498346674 51.0486113861409)
7492,EB Centre AV @ Monument PL E,ACTIVE,POINT (-113.996201136947 51.0523327719178)
5513,SB 14 ST NW @ Kensington RD,ACTIVE,POINT (-114.09486901669 51.0521574764476)
7870,EB Harvest Hills DR @ Harvest Wood RD NE,ACTIVE,POINT (-114.052511998028 51.1511548832398)
7860,EB Hidden Valley DR @ Hidden Valley CR NW,ACTIVE,POINT (-114.098911918296 51.1460555311848)
3867,McKenzie Towne Terminal SE,INACTIVE,POINT (-113.957174394663 50.9153444640541)
2057,WB Nolan Hill GA @ Nolan Hill DR NW,ACTIVE,POINT (-114.163484142806 51.1786224351267)
2813,WB 90 AV SE @ W. of 60 ST SE,ACTIVE,POINT (-113.950778699007 50.9725075182323)
9407,4th Street NW Station (EB),ACTIVE,POINT (-114.070952291354 51.0667560105799)
4548,WB 62 AV SE @ 19 ST SE,ACTIVE,POINT (-114.014639068006 50.9977651333783)
8295,WB Crowfoot WY @ Crowfoot CR NW,INACTIVE,POINT (-114.201209037194 51.1248583258156)
3520,NB Copperpond BV @ Copperstone ST SE,ACTIVE,POINT (-113.917565792219 50.9160244795518)
2871,SB 4A ST @ Kingsmere CR SW,ACTIVE,POINT (-114.074245896768 50.9894455255478)
9429,WB 16 AV NW @ 2 ST NW,ACTIVE,POINT (-114.068165595808 51.0670962579897)
7746,NB 11 ST SE @ 58 AV SE,INACTIVE,POINT (-114.037180789208 51.0021533246285)
4842,WB Bowness RD @ Veteran's WY NW,ACTIVE,POINT (-114.143682310017 51.0613218789916)
6073,WB Varsity Estates DR @ Varsity Estates PL NW,ACTIVE,POINT (-114.168713979428 51.1046380987738)
9392,SB Shawnessy CTrain Station,ACTIVE,POINT (-114.070652085689 50.910736416097)
3366,SB 85 ST @ Bow TR SW,INACTIVE,POINT (-114.211150440709 51.051548904135)
8762,EB 26 AV SW Overpass @ Crowchild TR,ACTIVE,POINT (-114.11743747964 51.0301675988972)
2225,SB Legacy BV SE @ 210  AV SE,ACTIVE,POINT (-114.021731348668 50.8624710715224)
8026,NB 29 ST NW @ 7 AV NW,ACTIVE,POINT (-114.129387929787 51.0591185037844)
8035,NB 83 ST NW @ 33 AV NW,ACTIVE,POINT (-114.209313693382 51.0892896754211)
6364,SB Barlow TR @ 61 AV SE,ACTIVE,POINT (-113.98483846707 50.9989960927117)
4099,SB Harvest Hills BV @ Panamount GA NW,ACTIVE,POINT (-114.069758396256 51.1556901751653)
8021,SB 29 ST NW @ 7 AV NW,ACTIVE,POINT (-114.129602297671 51.0584221800093)
5135,EB 17 AV SW @ Richmond RD,ACTIVE,POINT (-114.108683203591 51.0377316936647)
2297,EB Cityscape BV @ Metis TR NE,ACTIVE,POINT (-113.969048726769 51.1470636638513)
7751,NB 12 ST SE @ Highfield CR,INACTIVE,POINT (-114.035094707319 51.012282691465)
9143,SB Lake Bonavista DR @ Lake Willow RD SE,ACTIVE,POINT (-114.065092753211 50.9434465481901)
3599,NB 52 ST SE @ Mahogany DR,ACTIVE,POINT (-113.942253028551 50.891352518913)
9656,EB Taradale DR @ Tarington CL NE,ACTIVE,POINT (-113.933694937847 51.1140156044532)
6157,NB @ Sandstone Terminal,INACTIVE,POINT (-114.089355122975 51.1345384948179)
6337,EB 12 AV SE @ Olympic WY,ACTIVE,POINT (-114.053017422166 51.0410615451002)
3509,NB Ogden RD @ 50 AV SE,ACTIVE,POINT (-114.011473147455 51.0067880009684)
8300,SB Arbour Lake RD @ Arbour Stone CR NW,ACTIVE,POINT (-114.217862659287 51.1331442164569)
4538,SB Ogden RD @ Highfield BV SE,ACTIVE,POINT (-114.029963073023 51.0196180965977)
9599,SB 31 ST NW @ S. of Brentwood Stn,ACTIVE,POINT (-114.129505693607 51.083964924634)
9989,SB 1 ST SE @ 5 AV SE,INACTIVE,POINT (-114.060523036854 51.0484826264011)
7154,WB Scenic Acres BV @ Scurfield WY NW,ACTIVE,POINT (-114.215335591085 51.1193133654991)
8424,SB Stewart GR @ Signal Hill CE SW,ACTIVE,POINT (-114.171648089627 51.0179462637984)
6460,NB 12 ST SW @ Hollyburn RD,INACTIVE,POINT (-114.090506945467 50.973982215448)
5175,SB Centre ST N @ 19 AV N,ACTIVE,POINT (-114.062649440221 51.0694402465088)
4448,SB 3 ST SW @ 61 AV SW,INACTIVE,POINT (-114.069691411214 50.9979871197)
3724,SB 45 Street West LRT Station,ACTIVE,POINT (-114.152867151398 51.0381867796289)
5688,EB Sirocco DR@ Signature WY SW,ACTIVE,POINT (-114.16758161206 51.0355223712732)
5182,NB Penbrooke Terminal SE west lane,ACTIVE,POINT (-113.941363973674 51.0518880010991)
2458,WB  Front ST SE @ Seton WY,ACTIVE,POINT (-113.956148961218 50.8807642620346)
7014,SB Canyon Meadows DR@ Canterbury DR SW,ACTIVE,POINT (-114.080923909636 50.9364227857578)
3771,SB Springborough BV @ Springborough GR SW,ACTIVE,POINT (-114.193817005864 51.0324409529211)
2128,NB New Brighton DR @ New Brighton AV SE,ACTIVE,POINT (-113.936806178321 50.9222765662181)
8873,SB  Martindale BV @ Martha's Haven PL NE,ACTIVE,POINT (-113.968943727514 51.1193429572868)
4274,SB Whitefield DR @ Whiteram HL NE,INACTIVE,POINT (-113.97360601324 51.0886919595927)
6739,SB 85 ST NW @ 48 AV NW,ACTIVE,POINT (-114.211084238165 51.0954662743383)
5076,SB 19 ST SE @ 17 AV SE,INACTIVE,POINT (-114.018341392478 51.0369250831581)
3406,NB West Campus BV NW @ S. of 24 AV NW,ACTIVE,POINT (-114.14712469131 51.0720027119059)
8999,NB 64 AV NW @ Norfolk DR NW,ACTIVE,POINT (-114.077606559782 51.1107239057577)
5023,WB Bowness RD @ 64 ST NW,ACTIVE,POINT (-114.182049258744 51.0867013572339)
5631,WB Oakfield DR @ 24 ST SW,ACTIVE,POINT (-114.118885147378 50.954222767036)
4046,WB Northmount DR @ Brantford CR NW,ACTIVE,POINT (-114.120730259802 51.0900542818923)
7646,SB Inverness GA @ McKenzie Towne BV SE,ACTIVE,POINT (-113.965120127471 50.9153877350313)
7946,WB Richmond RD @ 42 ST SW,ACTIVE,POINT (-114.148664537089 51.0202026222982)
9584,SB 4 ST NE @ Hunterhorn GA,ACTIVE,POINT (-114.053363978021 51.1157907569261)
5424,EB 40 AV NW@ Shaganappi TR,ACTIVE,POINT (-114.153114449838 51.088104568849)
9150,EBLake Bonavista DR @ Bonaventure DR SE,ACTIVE,POINT (-114.059493030647 50.9459950819929)
5809,NB Chaparral BV @ Chaparral Ravine WY SE,ACTIVE,POINT (-114.024371653554 50.8811053904052)
2400,Joane Cardinal-Schubert High School,ACTIVE,POINT (-113.94487108202 50.8774757380379)
7993,EB Sun Valley BV @ Sun Valley DR SE,ACTIVE,POINT (-114.02661545887 50.903622571683)
7896,WB Rundlehorn DR @ 56 ST NE,ACTIVE,POINT (-113.953332337501 51.0716320238341)
4178,WB Coach Hill RD @ Coach Bluff CR SW,ACTIVE,POINT (-114.185926036815 51.0560150556716)
7971,NB 7 ST SE @ 42 AV SE,ACTIVE,POINT (-114.045740796656 51.0164024206441)
6957,SB @ Access RD Chateau Ests,ACTIVE,POINT (-113.91293636153 51.0629163834608)
6328,EB MacEwan Glen DR @ MacEwan Park VW NW,ACTIVE,POINT (-114.113243955131 51.1311104183751)
8498,EB 50 AV SE @ 43 ST SE,ACTIVE,POINT (-113.969237747957 51.0087025820504)
4789,WB MacDonald AV @ 8 ST SE,ACTIVE,POINT (-114.042574724293 51.0412652723178)
9846,SB Castleridge BV @ Westwinds CR NE,ACTIVE,POINT (-113.969899513712 51.105398535666)
2085,WB Cranston AV @ Cranberry Rd SE,ACTIVE,POINT (-113.977086561895 50.8795511665463)
4003,Dalhousie LRT Station NB,ACTIVE,POINT (-114.158244063232 51.1041320629944)
7574,WB Sunridge BV @ 32 ST NE,ACTIVE,POINT (-113.989391946431 51.0758862519196)
2129,EB New Brighton DR @ New Brighton HT SE,ACTIVE,POINT (-113.940833813768 50.9164858643977)
7819,WB 25 AV SW @ Erlton RD,ACTIVE,POINT (-114.061756602125 51.030577819682)
2839,WB Radcliffe DR @ 28 ST SE,ACTIVE,POINT (-113.989079701215 51.0469457546787)
8549,WB Sherwood BV @ Sherwood PR NW,ACTIVE,POINT (-114.14790774245 51.1575783210336)
9424,WB 16 AV @ Moncton RD NE,ACTIVE,POINT (-114.044824943408 51.067317564679)
9354,EB Rocky Vista DR @ Rocky Vista TC NW,ACTIVE,POINT (-114.23655358885 51.1383008014148)
7475,EB Silvercreek DR@ Nose Hill DR NW,ACTIVE,POINT (-114.208545357925 51.1136556669869)
9515,NB Prestwick CI @  Prestwick GA SE,ACTIVE,POINT (-113.960645779508 50.9257416780569)
6692,EB Signal Hill WY @ Signal Hill DR SW,INACTIVE,POINT (-114.169708119509 51.0268490321334)
6013,SB 12 ST NE @ 44 AV NE,ACTIVE,POINT (-114.033292367749 51.0913744249195)
4654,EB Palliser DR @ Oakfield DR SW,ACTIVE,POINT (-114.130663346436 50.9703799284493)
9352,SB Cougar Ridge DR @ Cougarstone PL SW,ACTIVE,POINT (-114.216924299275 51.0678203027277)
3641,SB Tuscany CTrain Station,ACTIVE,POINT (-114.235680649188 51.1344386021816)
6408,SB Bannister RD @ 145 AV SE,ACTIVE,POINT (-114.069884789073 50.9222667743881)
7186,EB  Ranchview DR @ Ranchridge WY NW,ACTIVE,POINT (-114.186429237264 51.1204018657147)
6607,EB Varsity DR @ Shaganappi TR NW,ACTIVE,POINT (-114.153877262749 51.093124207452)
5895,EB Dover Ridge DR @ Dover Meadow CL SE,ACTIVE,POINT (-113.979583517358 51.0210691001452)
8673,SB 18 ST SE @ Lysander DR,ACTIVE,POINT (-114.015803407459 50.987621513577)
5461,WB Morley TR @ 19 ST NW,ACTIVE,POINT (-114.10677964413 51.0751290615037)
4894,NB Richard RD @ Flanders AV SW,INACTIVE,POINT (-114.119335696131 51.015273126084)
2415,EB 104 AV NE @ Metis TR,ACTIVE,POINT (-113.973102407805 51.1470940727948)
3997,NB 53 ST NW @ Valiant DR,INACTIVE,POINT (-114.164359839495 51.0905817685783)
9865,Rotary Challenger Park NE,INACTIVE,POINT (-113.984352515518 51.0981006994529)
3631,EB 45 Street CTrain Station,ACTIVE,POINT (-114.153580069431 51.0378677550731)
5451,NB 14 ST NW @ Kensington RD,ACTIVE,POINT (-114.094579542963 51.0529058417447)
4938,NB Heritage DR @ 79th AV SE,ACTIVE,POINT (-114.048313520309 50.983312004229)
6690,SB Edmonton TR @ 16 AV NE,ACTIVE,POINT (-114.056373267192 51.0661610130557)
5291,EB 12 AV SW@ 14 ST SW,ACTIVE,POINT (-114.094249183885 51.0422297350013)
5979,SB 39 AV SE @ 42 AV SE,ACTIVE,POINT (-114.057678195115 51.0165788441462)
4085,WB Country Village WY @ Country Village LINK NE,ACTIVE,POINT (-114.06701078168 51.1566367658149)
7351,WB 37 AV NE @ 26 ST NE,ACTIVE,POINT (-113.998441783852 51.0867332343774)
8140,Marlborough LRT Station (NB 36 St NE),ACTIVE,POINT (-113.981405015301 51.0588837132309)
2112,EB Auburn Bay DR @ S.leg Auburn Glen HT SE,ACTIVE,POINT (-113.956179628858 50.8941383167016)
4755,WB Millrise DR @ Millcrest RD SW,ACTIVE,POINT (-114.087602415575 50.9179430457532)
5402,NB University DR @ N. of 14 AV NW,ACTIVE,POINT (-114.120340682 51.0655249425057)
2247,NB Chaparral BV @ 194 AV SE,ACTIVE,POINT (-114.024404087414 50.8782322660064)
4057,SB 19 AV NW @ Home RD,INACTIVE,POINT (-114.163896567557 51.0764488608973)
9990,NB Northland DR @ 52 AV NW,ACTIVE,POINT (-114.141290461657 51.1015057774795)
5878,SB 44 ST SE @ 17 AV SE,ACTIVE,POINT (-113.970130739789 51.0374200851419)
7293,WB 4 AV SE @ 1 ST SE,ACTIVE,POINT (-114.059795938745 51.0493728074104)
4595,NB 37 ST SW @ 61 AV SW,ACTIVE,POINT (-114.140896592124 50.9990457582086)
2432,NB Douglas Glen Term south bay,ACTIVE,POINT (-113.997672835695 50.9530687452841)
3853,SB Tuscany Valley VW @ Tuscany  Valley GA NW,ACTIVE,POINT (-114.243808218011 51.1269231723017)
8979,WB Northmount DR @ Chatham DR NW,ACTIVE,POINT (-114.115584352315 51.0889738929903)
5456,EB Promenade WY@ McKenzie Towne LI SE,INACTIVE,POINT (-113.959131777119 50.9122993467147)
5617,NB 14 ST SW @ 6 AV SW,ACTIVE,POINT (-114.094514641844 51.046194073905)
112112,Crescent Heights High School,ACTIVE,POINT (-114.065158169767 51.0609311955089)
8317,WB Queensland PL @ Diamond DR SE,ACTIVE,POINT (-114.028227155531 50.9408313949457)
8281,NB 52 ST SE @ 54 AV SE,ACTIVE,POINT (-113.958259361758 51.0043422513723)
7169,SB Scurfield DR @ Schubert GA NW,ACTIVE,POINT (-114.225126917334 51.1240525522796)
4252,NB Bonaventure DR @ 99 AV SE,ACTIVE,POINT (-114.068736133645 50.9613392296941)
7787,WB Coach Hill RD @ Patina DR SW,ACTIVE,POINT (-114.173846235616 51.0570455989047)
9268,SB 45 ST SW @ 30 AV SW,ACTIVE,POINT (-114.152580698403 51.0263426812006)
8808,EB Bowness RD @ 75 ST NW,ACTIVE,POINT (-114.196012036035 51.0888992161382)
7357,NB 11 ST NE @ 55 AV NE,ACTIVE,POINT (-114.036289865493 51.102568193463)
6522,NB 2 ST SW @ 8 AV SW,INACTIVE,POINT (-114.067843633219 51.0455454368888)
6240,NB Millrise DR @ Shawnessy BV SW,ACTIVE,POINT (-114.092380088948 50.9148060241326)
3756,Heritage LRT Station,ACTIVE,POINT (-114.075159798766 50.9788354970907)
